Record,Kurtosis_IMF1,Kurtosis_IMF2,Kurtosis_IMF3,Kurtosis_IMF4,Kurtosis_IMF5,Kurtosis_IMF6
c0001,17.0554217887999,4.65161049475114,1.49706021406675,0.0666325014628226,0.629097034244406,-0.237531593816766
c0002,5.97105614560493,6.37953566699118,2.10319832484051,1.51567477805732,-0.411225002073683,0.714526946680816
c0003,14.3351753325296,3.92226048515295,3.27139460737984,0.928695386940673,0.0445458924079203,0.195532683866389
c0004,4.20972644890561,1.11872605827075,0.733716972631555,0.664203004694385,1.03841659124511,-0.272746079152225
c0006,9.97920326087211,6.40302919531173,6.7549133423705,1.7867280080803,0.72813032214887,0.604873957521149
c0007,11.3895118087558,8.46955927915625,6.88523085407556,3.49725684624923,7.63681938055299,1.42994325513669
c0009,1.91119491606858,1.56481205507199,1.22776628525912,0.117119736188405,0.327707147357582,1.07721870626231
c0010,12.2881802665402,9.69495386520448,4.07969781671225,1.69498058021426,0.934364184621503,2.30168547839534
c0011,20.153447461641,7.12390471574436,2.35570395895944,0.551349595543772,0.919149111061485,0.572310370632775
c0012,7.69512618606267,1.44069455636401,0.496563919734892,0.0153722414852213,1.45109543098642,-0.0828798873749284
c0013,10.8920033131084,2.31919429140063,1.57694220902105,1.51628065264324,2.42071539648378,0.375569461807438
c0014,9.84388951638069,4.98396126058409,2.31441676351088,0.728293007609116,0.361795151583812,0.231978126722432
c0015,4.3646519563794,1.53253852739614,1.33506075225298,1.28398192479033,1.37407965518317,0.411066650504032
c0016,12.062147233283,4.15566324662679,1.34161028498801,1.06526994866371,-0.113717381634982,0.00833517053565913
c0018,11.8046689693904,3.04429088129433,2.15904090481472,0.514686681587051,1.39440654710954,0.541793183030763
c0019,11.4411429252412,13.2720023676466,8.0575107467642,2.53135954004828,2.04700046999768,0.984398790697286
c0020,22.6269093180377,13.7638288246013,7.73189406650603,1.62703023190706,0.927022162493786,0.0429828457410135
c0021,37.4017463143773,17.6853165922576,11.6611051352673,2.64401093201474,3.38861832512883,3.33622801055285
c0022,14.725106879522,6.62272814778951,0.897511909171278,0.463315349795962,1.33091717759293,-0.219258023148356
c0023,15.1407602869435,7.71729491722317,3.53860046724663,1.28347265880646,0.592958314079147,0.0239087394606803
c0024,11.0570548073645,4.03319362933847,2.97017416727097,1.26181461773165,0.522179630487695,-0.274278794150435
c0025,23.510150298832,6.29973244850358,5.01468057356122,4.2537898236033,7.57570808925876,5.19515674958271
c0026,8.33795518951186,1.68944173093656,0.634578346899616,0.751113195478691,0.378226206066896,-0.588216671915657
c0027,9.92021347253532,1.03159262118107,0.94430268189355,0.536750622346654,0.347084488256383,-0.000869135206879701
c0028,8.18817386694312,2.97939340289694,1.72598959996231,0.4919653268759,0.0832873585976461,0.387244572618599
c0030,9.63813781502388,5.23408817246327,1.55312148953511,0.945602613404142,-0.576758077992925,0.277983211965672
c0031,7.88999035347651,1.84507741637565,1.28947925652079,0.621752253475754,0.173898689575746,0.682963998608013
