Record,Kurtosis_IMF1,Kurtosis_IMF2,Kurtosis_IMF3,Kurtosis_IMF4,Kurtosis_IMF5,Kurtosis_IMF6
b0001,14.1885382720512,1.54492356353054,0.730642136503355,-0.311876054641505,0.417425214528299,-0.604952479116695
b0002,15.0282171984359,2.74534252899794,4.07783614640327,-0.0352704855122199,-0.00256460200665432,-0.526798142654428
b0003,7.80400209755579,1.13034592852836,-0.0380010493201164,0.827156679252575,-0.0424651479761375,-1.33815084677598
b0004,15.2279292220197,5.37261296618012,0.46651220134849,0.53147422458745,0.226405708132484,-0.647483747825464
b0005,29.1153242274355,9.27455270717305,4.59598126618299,1.18692935483835,2.63598109065549,2.24734812002793
b0006,11.5897299751138,2.39876316275596,2.609289253098,-0.488175873350289,-1.05578642485316,-0.870119389117939
b0008,10.4386034664019,1.11898922135069,2.14723751889922,-0.687907232181177,-0.887106140445435,-0.938372678549351
b0009,5.93193927332221,1.96033258859463,0.448988369466588,-0.183915550510167,0.854581155142422,-0.440763835377625
b0010,11.7105731806999,3.80521265603562,1.37151915188497,-0.239505125674513,-0.640343948494145,-0.157022404870675
b0011,7.16161187172131,1.74624829124176,0.133317372819151,-0.199136437058633,-0.420082176011555,-0.569104081191146
b0012,189.62880471687,6.46363515277207,3.17074608035177,1.9094896231446,-0.0470241695088562,-0.796385611114782
b0013,19.8750511432201,3.89513405560602,0.340299699365606,-0.554939290954658,0.596372581669593,-0.93787259869543
b0014,11.0931025118598,1.61372517929335,0.964481235309228,1.91353356725767,0.27226957101459,2.06077112220333
b0015,8.09568506653748,7.10410457608336,-0.0018726621901517,-0.47915391736322,-0.0890653114528503,-0.615201220254749
b0016,5.33118769404273,1.80029056148023,0.026980012338448,0.369689772355193,-0.982351633619417,2.40887473199378
b0017,7.57665069502606,0.892199344150921,0.269285202308098,0.667242835765299,-0.601155367568783,1.5890604603667
b0018,6.31811783121315,0.668637744623064,0.300944681072361,-0.512725781633806,-0.574817958686825,-0.222831776163914
b0019,3.21501960851151,1.95202249876071,0.533838143786761,0.206722597544271,-0.59601056245992,-0.899290852778737
b0020,15.3413899700548,0.950154975621179,-0.374536410579298,-0.220358785372679,0.0499689815442155,-0.214359550997807
b0021,7.63778821297654,1.3870222727686,1.20008964209882,0.474444023691294,0.0556376587418428,-1.23675633933867
b0023,5.14041539697169,0.964176590656471,0.929416012918411,0.0516213743364555,-1.1078365730602,2.03257842180622
b0024,15.622853186612,3.09310679686573,0.605124338685449,13.1893634548244,0.582600128592374,-0.579999298965564
b0025,15.3990198179256,3.48448527620659,-0.254025357785496,0.965275107955653,-0.0525462663031617,0.185786460692011
b0026,9.2524853800345,1.91317375992852,0.399866256414294,0.0723822769866165,-0.489720397031406,-1.38843885206033
b0027,5.15928929916961,0.121609793843255,0.333136507272124,0.239037206283769,0.0152399804721743,-1.14376711348677
b0028,9.3174525976453,3.10046499627989,0.368412445925536,-0.39131085277337,1.52838512100546,-1.26308747966581
b0029,23.9993908299288,2.69953903583569,0.599046302824668,-0.546563860929555,-1.01873400996466,-1.05989302995338
b0030,15.1282729374845,2.91839283784532,0.323342459503202,-0.680711680016784,-0.130747377271649,-1.15245391555678
b0031,9.5424375895213,0.600415876793031,-0.414844936950511,0.185941975274966,-0.96047172536345,0.284367354165446
b0033,6.8202215281568,3.92892496599735,1.62724933705071,-0.9103829760429,-1.22302619817572,-0.219960255124141
b0035,31.5767923601202,1.53085535923493,0.345553189425147,-0.305017415926871,-0.42114863922295,-1.03940952886269
b0036,20.4235590656784,3.83792826098542,0.434862585970558,0.617922035453657,-0.742216226736911,-0.670855016163823
b0037,54.6920959440366,10.1503141080837,1.44859900564394,0.417554381453526,0.0373233730293721,2.10566644523747
b0038,22.479127937399,3.92115782380021,1.30510751814874,-0.281254874517024,1.24569551763277,-0.185031255011289
b0039,10.3524888717802,2.46667736428721,1.60425890077921,-0.397102643552093,-0.679061090885144,0.954596436012241
b0040,14.1950625886343,3.5052733889044,10.3717197055734,0.984981621166957,-0.684247494504527,0.767543584568124
b0041,28.8026664014908,8.68974209475016,0.937272058359497,0.283528973628517,0.122683395220674,2.72027553190564
b0042,11.9597351990257,2.4027172411918,1.66732049417496,-0.363323464572613,-0.12547417055331,-0.935532594251988
b0043,6.44041640543508,1.61225066687392,1.17042395223335,-0.404475786841132,-0.311876384291335,-0.584133426461398
b0044,5.16176571641514,1.74623243727858,-0.222664746640712,0.782513511660103,-0.839597216429363,0.604503446898002
b0046,14.2741612723172,5.82756377795661,0.747225982766345,-0.356022418956267,-0.923216416919643,0.500935911726808
b0047,8.95711789272851,2.86936094865338,0.602031129756901,-0.119302189470166,0.405394076941723,0.590173552526779
b0048,5.27683750316195,3.84303988641822,1.088871310816,0.449203295068345,0.175985074799855,-0.430136021354626
b0049,5.24720305418511,1.68023734611047,0.0789564693855196,0.310437479099389,-0.357359305833036,-0.928164646382265
b0051,10.6516947407956,3.8026597834946,0.452969788943136,0.335189616297292,0.0553832221133299,0.517480877773667
b0052,6.12309633732047,1.5431463676542,0.482061700010159,-0.75661718597302,-0.744544569243514,-0.790219362973992
b0053,12.0069166820137,9.82964873800189,1.19107931881461,0.174894506951439,-0.266198062811326,-1.12229822032571
b0054,8.19727867093313,0.939935558663038,2.16954141969373,-0.529463468074185,-0.430359712260712,-1.22522050706874
b0055,13.1408735590255,3.30667617721574,0.32074513020935,-0.443908396142939,0.473008703565387,2.57912522871732
b0056,12.8357218036696,3.45959913040067,0.426776103871652,0.491799122371869,4.59832165952363,1.89080555059433
b0058,5.90092389702939,1.94421172052926,0.344628884719766,0.365146442004543,-0.0329408830586742,0.16019639597338
