Record,Kurtosis_IMF1,Kurtosis_IMF2,Kurtosis_IMF3,Kurtosis_IMF4,Kurtosis_IMF5,Kurtosis_IMF6
e00002,23.7941590400975,13.0197943967904,7.7881003176564,2.02288889223057,2.38419020305744,0.966859527778787
e00003,11.1979460272775,4.76011447322424,2.79749798789304,1.18667387897624,0.338163274176938,1.85028874656075
e00004,8.36920149783414,8.57910778428212,5.96497274411749,1.33074375260532,0.336663087448954,-0.0990228460662079
e00005,20.809520925494,11.8617667927847,2.2012599529329,2.54063673713869,0.25066383439427,0.0908035075255609
e00006,12.8016509744629,10.3689335996852,3.05218177787206,0.736093223812627,-0.376843499447971,0.812981506299727
e00007,7.41476971056728,7.72739845787342,2.99749177187104,0.961076049284514,0.326812888088828,0.221046197592921
e00008,4.87316113631886,3.15609981516271,1.90980196473798,1.57027393042315,0.733964466984576,1.54136152918496
e00009,55.6663590813207,8.71067873246954,4.07592051283413,1.6264538850897,2.47700251372967,1.19334717620955
e00010,8.85275615365407,5.71065875131401,2.88963627702348,2.99922552079286,2.27847180869993,1.18827535789623
e00012,11.3532169422547,11.3670481287598,4.17896484012442,1.4426723423676,0.305874151904045,0.308731387817226
e00013,32.0240274082516,12.5308521435864,6.48238789645969,0.828920635149691,0.933928156069864,0.243132089121131
e00014,9.52404210160954,3.69484214789893,4.93409625855705,0.759381070241592,0.368683673287893,-0.117626360081417
e00015,10.3463748839306,7.32453836344671,6.36776075805111,2.08434183984229,1.65676491360802,0.971524825752722
e00016,53.8327666588133,32.9061253350331,9.09558049738118,9.37455243300162,7.33881875276419,2.34200956927945
e00017,33.35156839677,12.1355153754943,7.83606424287116,0.768732217671704,2.50733932893491,0.287158908066957
e00018,18.0492419361236,97.1439958070576,12.8905446700463,6.03453935320175,2.32898289625756,1.38486819139267
e00019,19.1174853236201,7.96819753310944,16.7585689075964,3.70435143024548,2.92150664909813,0.936498031753727
e00021,9.84283653427372,4.93910843887713,3.55034168221684,0.769647005506947,0.661977684285884,1.23525950137696
e00022,17.9598307213324,8.64060812367299,5.73408133057495,3.93299934245901,2.32417845832703,3.50202232020865
e00023,28.6647035228463,6.15096942536015,2.87352227415827,1.04825912416187,0.498806394513615,-0.690997151123252
e00024,24.9815841165985,15.9508654854634,7.21115595134578,3.57597282708407,4.25544522156371,1.13893203724773
e00025,16.5893805614435,5.67869259260307,2.11821340429121,3.48863113045157,1.30086659202679,0.516316985453337
e00026,19.6385675675092,19.1393306797511,4.74803974839204,0.657738744773459,-0.247641211628236,-0.900804001778437
e00027,11.9760175081839,4.72361575693961,11.1677798592315,4.37257004588714,8.60596086655546,5.15581059576729
e00028,5.18884318357702,5.91390564341474,5.11558548664167,1.41330307785433,3.99182873530851,2.30716602878313
e00029,19.5953647843078,17.1540995170992,5.98287061016184,2.74158184417503,2.27615487290149,0.331900713272128
e00030,49.6268686673469,31.3564886138861,37.6671276843987,7.93489581143454,5.98464387991113,4.81703391405637
